trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block
C,9609,high_prior,458,6,projective,Josh is a 5-year old boy,7.780716666666667,admit,admit,josh,0.64,block1
C,12171,low_prior,458,7,projective,Grace hates her sister,7.780716666666667,acknowledge,acknowledge,grace,0.66,block1
C,18140,low_prior,458,8,projective,Mary is a middle school student,7.780716666666667,inform,inform,mary,0.69,block1
C,10575,low_prior,458,9,projective,Owen lives in New Orleans,7.780716666666667,think,think,owen,0.05,block1
C,7518,low_prior,458,10,projective,Danny is a diabetic,7.780716666666667,be_right,be_right,danny,0.03,block1
C,7803,high_prior,458,11,projective,Isabella is from Argentina,7.780716666666667,say,say,isabella,0.06,block1
MC,8833,,458,12,projective,Muffins are sold at the bakery,7.780716666666667,MC,MC,muffins,0.04,block1
C,8225,high_prior,458,13,projective,Emily has been saving for a year,7.780716666666667,confess,confess,emily,0.66,block1
C,8826,high_prior,458,14,projective,Josie loves France,7.780716666666667,know,know,josie,0.84,block1
C,9551,low_prior,458,15,projective,Zoe is 5 years old,7.780716666666667,see,see,zoe,0.17,block1
C,6420,high_prior,458,16,projective,Mia is a college student,7.780716666666667,hear,hear,mia,0.84,block1
C,6716,high_prior,458,17,projective,Jackson is training for a marathon,7.780716666666667,discover,discover,jackson,0.81,block1
MC,10357,,458,18,projective,Garages are used to store cars and other things,7.780716666666667,MC,MC,garage,0.05,block1
C,8164,high_prior,458,19,projective,Charley lives in Mexico,7.780716666666667,confirm,confirm,charley,0.47,block1
MC,9276,,458,20,projective,Ballet is a type of dance,7.780716666666667,MC,MC,ballet,0.02,block1
MC,7486,,458,21,projective,Many children like ice cream,7.780716666666667,MC,MC,kids,0,block1
C,6801,low_prior,458,22,projective,Emma is in first grade,7.780716666666667,announce,announce,emma,0.5,block1
C,5844,low_prior,458,23,projective,Tony has been sober for 20 years,7.780716666666667,reveal,reveal,tony,0.61,block1
C,7339,low_prior,458,24,projective,Jayden doesn't have a driver's license,7.780716666666667,prove,prove,jayden,0,block1
MC,4590,,458,25,projective,Pizza is sold at the pizzeria,7.780716666666667,MC,MC,pizza,0,block1
MC,6379,,458,26,projective,Hats are worn on the head,7.780716666666667,MC,MC,hat,0,block1
C,6808,low_prior,458,27,projective,Sophia is a high end fashion model,7.780716666666667,suggest,suggest,sophia,0,block1
C,9619,high_prior,458,28,projective,Frank has always wanted a pet,7.780716666666667,pretend,pretend,frank,0.04,block1
C,8537,high_prior,458,29,projective,Jon lives 2 blocks away from work,7.780716666666667,be_annoyed,be_annoyed,jon,0.62,block1
C,6216,high_prior,458,30,projective,Olivia works the third shift,7.780716666666667,demonstrate,demonstrate,olivia,0.09,block1
MC,5694,,458,32,ai,Pizza is sold at the pizzeria,7.780716666666667,MC,MC,pizza,1,block2
C,7228,high_prior,458,33,ai,Jon lives 2 blocks away from work,7.780716666666667,be_annoyed,be_annoyed,jon,0,block2
C,8246,high_prior,458,34,ai,Emily has been saving for a year,7.780716666666667,confess,confess,emily,0,block2
C,16734,high_prior,458,35,ai,Frank has always wanted a pet,7.780716666666667,pretend,pretend,frank,0,block2
C,6373,low_prior,458,36,ai,Grace hates her sister,7.780716666666667,acknowledge,acknowledge,grace,0,block2
C,3960,high_prior,458,37,ai,Olivia works the third shift,7.780716666666667,demonstrate,demonstrate,olivia,0,block2
C,7189,low_prior,458,38,ai,Julian is German,7.780716666666667,establish,establish,julian,0,block2
MC,5399,,458,39,ai,Many children like ice cream,7.780716666666667,MC,MC,kids,1,block2
MC,4272,,458,40,ai,Muffins are sold at the bakery,7.780716666666667,MC,MC,muffins,1,block2
C,40722,high_prior,458,41,ai,Mia is a college student,7.780716666666667,hear,hear,mia,0,block2
C,4381,low_prior,458,42,ai,Zoe is 5 years old,7.780716666666667,see,see,zoe,0,block2
MC,3009,,458,43,ai,Hats are worn on the head,7.780716666666667,MC,MC,hat,1,block2
C,3774,low_prior,458,44,ai,Jayden doesn't have a driver's license,7.780716666666667,prove,prove,jayden,0,block2
C,4659,high_prior,458,45,ai,Josie loves France,7.780716666666667,know,know,josie,0,block2
MC,4359,,458,46,ai,Garages are used to store cars and other things,7.780716666666667,MC,MC,garage,1,block2
C,3710,high_prior,458,47,ai,Isabella is from Argentina,7.780716666666667,say,say,isabella,0,block2
C,5001,low_prior,458,48,ai,Sophia is a high end fashion model,7.780716666666667,suggest,suggest,sophia,0,block2
C,4046,high_prior,458,49,ai,Jackson is training for a marathon,7.780716666666667,discover,discover,jackson,0,block2
C,7049,high_prior,458,50,ai,Charley lives in Mexico,7.780716666666667,confirm,confirm,charley,0.08,block2
C,3739,low_prior,458,51,ai,Emma is in first grade,7.780716666666667,announce,announce,emma,0,block2
C,3900,low_prior,458,52,ai,Danny is a diabetic,7.780716666666667,be_right,be_right,danny,1,block2
C,4239,low_prior,458,53,ai,Owen lives in New Orleans,7.780716666666667,think,think,owen,0,block2
C,4093,high_prior,458,54,ai,Josh is a 5-year old boy,7.780716666666667,admit,admit,josh,0,block2
C,3974,low_prior,458,55,ai,Tony has been sober for 20 years,7.780716666666667,reveal,reveal,tony,0,block2
C,3619,low_prior,458,56,ai,Mary is a middle school student,7.780716666666667,inform,inform,mary,0,block2
MC,3990,,458,57,ai,Ballet is a type of dance,7.780716666666667,MC,MC,ballet,1,block2
C,4296,high_prior,459,5,projective,Grace loves her sister,6.401416666666667,pretend,pretend,grace,0.68,block1
C,2061,high_prior,459,6,projective,Isabella is from Argentina,6.401416666666667,think,think,isabella,0.69,block1
C,2332,high_prior,459,7,projective,Emily has been saving for a year,6.401416666666667,acknowledge,acknowledge,emily,0.21,block1
C,1820,low_prior,459,8,projective,Sophia is a high end fashion model,6.401416666666667,say,say,sophia,0.65,block1
C,4738,low_prior,459,9,projective,Tony has been sober for 20 years,6.401416666666667,announce,announce,tony,0.7,block1
C,78105,low_prior,459,10,projective,Josh is a 75-year old man,6.401416666666667,suggest,suggest,josh,0.76,block1
C,2940,low_prior,459,11,projective,Zoe is 5 years old,6.401416666666667,be_right,be_right,zoe,0.81,block1
C,2074,low_prior,459,12,projective,Jackson is obese,6.401416666666667,hear,hear,jackson,0.12,block1
C,1183,high_prior,459,13,projective,Charley lives in Mexico,6.401416666666667,know,know,charley,0.78,block1
C,1444,low_prior,459,14,projective,Emma is in first grade,6.401416666666667,prove,prove,emma,0.72,block1
MC,3157,,459,15,projective,Muffins are sold at the bakery,6.401416666666667,MC,MC,muffins,0.79,block1
MC,1973,,459,16,projective,Pizza is sold at the pizzeria,6.401416666666667,MC,MC,pizza,0.74,block1
MC,51075,,459,17,projective,Garages are used to store cars and other things,6.401416666666667,MC,MC,garage,0.75,block1
C,1589,high_prior,459,18,projective,Josie loves France,6.401416666666667,be_annoyed,be_annoyed,josie,0.4,block1
C,1341,high_prior,459,19,projective,Olivia works the third shift,6.401416666666667,inform,inform,olivia,0.29,block1
MC,1784,,459,20,projective,Hats are worn on the head,6.401416666666667,MC,MC,hat,0.62,block1
C,1694,low_prior,459,21,projective,Frank is allergic to cats,6.401416666666667,see,see,frank,0.33,block1
C,931,high_prior,459,22,projective,Owen lives in Chicago,6.401416666666667,confirm,confirm,owen,0.73,block1
C,1453,high_prior,459,23,projective,Jon lives 2 blocks away from work,6.401416666666667,confess,confess,jon,0.33,block1
C,2689,high_prior,459,24,projective,Julian is Cuban,6.401416666666667,establish,establish,julian,0.72,block1
C,2817,high_prior,459,25,projective,Danny loves cake,6.401416666666667,discover,discover,danny,0.71,block1
C,1368,low_prior,459,26,projective,Mia is a nun,6.401416666666667,reveal,reveal,mia,0.76,block1
C,61078,low_prior,459,27,projective,Mary is a middle school student,6.401416666666667,demonstrate,demonstrate,mary,0.77,block1
C,1553,low_prior,459,28,projective,Jayden doesn't have a driver's license,6.401416666666667,admit,admit,jayden,0.79,block1
MC,2020,,459,29,projective,Many children like ice cream,6.401416666666667,MC,MC,kids,0.15,block1
MC,1241,,459,30,projective,Ballet is a type of dance,6.401416666666667,MC,MC,ballet,0.74,block1
C,4049,low_prior,459,32,ai,Frank is allergic to cats,6.401416666666667,see,see,frank,0.68,block2
C,2893,low_prior,459,33,ai,Zoe is 5 years old,6.401416666666667,be_right,be_right,zoe,0.24,block2
C,1038,high_prior,459,34,ai,Jon lives 2 blocks away from work,6.401416666666667,confess,confess,jon,0.7,block2
C,1331,high_prior,459,35,ai,Danny loves cake,6.401416666666667,discover,discover,danny,0.77,block2
C,1934,high_prior,459,36,ai,Isabella is from Argentina,6.401416666666667,think,think,isabella,0.25,block2
C,2147,high_prior,459,37,ai,Julian is Cuban,6.401416666666667,establish,establish,julian,0.68,block2
C,1901,low_prior,459,38,ai,Jackson is obese,6.401416666666667,hear,hear,jackson,0.42,block2
MC,1784,,459,39,ai,Ballet is a type of dance,6.401416666666667,MC,MC,ballet,0.81,block2
C,1589,low_prior,459,40,ai,Jayden doesn't have a driver's license,6.401416666666667,admit,admit,jayden,0.24,block2
C,1311,high_prior,459,41,ai,Emily has been saving for a year,6.401416666666667,acknowledge,acknowledge,emily,0.7,block2
MC,964,,459,42,ai,Garages are used to store cars and other things,6.401416666666667,MC,MC,garage,0.3,block2
MC,1156,,459,43,ai,Muffins are sold at the bakery,6.401416666666667,MC,MC,muffins,0.71,block2
C,1417,low_prior,459,44,ai,Mary is a middle school student,6.401416666666667,demonstrate,demonstrate,mary,0.72,block2
MC,1180,,459,45,ai,Pizza is sold at the pizzeria,6.401416666666667,MC,MC,pizza,0.82,block2
C,1141,high_prior,459,46,ai,Charley lives in Mexico,6.401416666666667,know,know,charley,0.74,block2
C,1956,high_prior,459,47,ai,Owen lives in Chicago,6.401416666666667,confirm,confirm,owen,0.73,block2
C,1097,low_prior,459,48,ai,Emma is in first grade,6.401416666666667,prove,prove,emma,0.65,block2
C,1689,high_prior,459,49,ai,Olivia works the third shift,6.401416666666667,inform,inform,olivia,0.19,block2
MC,1452,,459,50,ai,Hats are worn on the head,6.401416666666667,MC,MC,hat,0.67,block2
C,1316,low_prior,459,51,ai,Tony has been sober for 20 years,6.401416666666667,announce,announce,tony,0.75,block2
C,1255,low_prior,459,52,ai,Mia is a nun,6.401416666666667,reveal,reveal,mia,0.7,block2
MC,1070,,459,53,ai,Many children like ice cream,6.401416666666667,MC,MC,kids,0.72,block2
C,1024,low_prior,459,54,ai,Josh is a 75-year old man,6.401416666666667,suggest,suggest,josh,0.25,block2
C,1469,high_prior,459,55,ai,Josie loves France,6.401416666666667,be_annoyed,be_annoyed,josie,0.72,block2
C,966,low_prior,459,56,ai,Sophia is a high end fashion model,6.401416666666667,say,say,sophia,0.77,block2
C,1753,high_prior,459,57,ai,Grace loves her sister,6.401416666666667,pretend,pretend,grace,0.7,block2
C,15595,high_prior,460,5,projective,Mia is a college student,7.703216666666667,reveal,reveal,mia,0.49,block1
C,6016,high_prior,460,6,projective,Zoe is a math major,7.703216666666667,hear,hear,zoe,0.97,block1
C,7741,high_prior,460,7,projective,Emily has been saving for a year,7.703216666666667,confirm,confirm,emily,0.8,block1
C,12648,low_prior,460,8,projective,Tony has been sober for 20 years,7.703216666666667,establish,establish,tony,0,block1
MC,6324,,460,9,projective,Pizza is sold at the pizzeria,7.703216666666667,MC,MC,pizza,0.76,block1
C,8846,low_prior,460,10,projective,Emma is in first grade,7.703216666666667,announce,announce,emma,0.32,block1
C,7740,high_prior,460,11,projective,Frank has always wanted a pet,7.703216666666667,confess,confess,frank,0.97,block1
C,5253,high_prior,460,12,projective,Jon lives 2 blocks away from work,7.703216666666667,suggest,suggest,jon,0.86,block1
MC,7432,,460,13,projective,Muffins are sold at the bakery,7.703216666666667,MC,MC,muffins,0.87,block1
C,10092,low_prior,460,14,projective,Danny is a diabetic,7.703216666666667,be_annoyed,be_annoyed,danny,0.01,block1
MC,9048,,460,15,projective,Many children like ice cream,7.703216666666667,MC,MC,kids,0,block1
C,9279,high_prior,460,16,projective,Jayden's car is in the shop,7.703216666666667,demonstrate,demonstrate,jayden,0.97,block1
C,8941,low_prior,460,17,projective,Isabella is a vegetarian,7.703216666666667,think,think,isabella,0.01,block1
C,10639,low_prior,460,18,projective,Olivia has two small children,7.703216666666667,pretend,pretend,olivia,0.01,block1
C,7295,high_prior,460,19,projective,Josh is a 5-year old boy,7.703216666666667,inform,inform,josh,0.47,block1
C,8818,low_prior,460,20,projective,Owen lives in New Orleans,7.703216666666667,say,say,owen,0.14,block1
C,10335,high_prior,460,21,projective,Josie loves France,7.703216666666667,know,know,josie,0.83,block1
C,7845,high_prior,460,22,projective,Grace loves her sister,7.703216666666667,acknowledge,acknowledge,grace,0.99,block1
C,10234,high_prior,460,23,projective,Mary is taking a prenatal yoga class,7.703216666666667,be_right,be_right,mary,0.83,block1
MC,10412,,460,24,projective,Ballet is a type of dance,7.703216666666667,MC,MC,ballet,0.19,block1
C,9018,low_prior,460,25,projective,Julian is German,7.703216666666667,discover,discover,julian,0.11,block1
MC,7957,,460,26,projective,Garages are used to store cars and other things,7.703216666666667,MC,MC,garage,0.23,block1
C,6851,low_prior,460,27,projective,Charley lives in Korea,7.703216666666667,admit,admit,charley,0.01,block1
MC,11764,,460,28,projective,Hats are worn on the head,7.703216666666667,MC,MC,hat,0.37,block1
C,8640,low_prior,460,29,projective,Sophia is a high end fashion model,7.703216666666667,prove,prove,sophia,0.22,block1
C,4069,low_prior,460,30,projective,Jackson is obese,7.703216666666667,see,see,jackson,0.01,block1
C,11409,high_prior,460,32,ai,Mia is a college student,7.703216666666667,reveal,reveal,mia,0.98,block2
C,10055,low_prior,460,33,ai,Owen lives in New Orleans,7.703216666666667,say,say,owen,0.97,block2
C,7400,low_prior,460,34,ai,Jackson is obese,7.703216666666667,see,see,jackson,1,block2
MC,4919,,460,35,ai,Pizza is sold at the pizzeria,7.703216666666667,MC,MC,pizza,0.98,block2
C,16040,high_prior,460,36,ai,Josie loves France,7.703216666666667,know,know,josie,0.46,block2
MC,4233,,460,37,ai,Hats are worn on the head,7.703216666666667,MC,MC,hat,0.98,block2
C,8429,high_prior,460,38,ai,Grace loves her sister,7.703216666666667,acknowledge,acknowledge,grace,0.17,block2
MC,4662,,460,39,ai,Muffins are sold at the bakery,7.703216666666667,MC,MC,muffins,0.98,block2
C,4915,high_prior,460,40,ai,Jayden's car is in the shop,7.703216666666667,demonstrate,demonstrate,jayden,0.5,block2
C,3312,high_prior,460,41,ai,Zoe is a math major,7.703216666666667,hear,hear,zoe,0.98,block2
C,8352,high_prior,460,42,ai,Mary is taking a prenatal yoga class,7.703216666666667,be_right,be_right,mary,0.98,block2
MC,5723,,460,43,ai,Ballet is a type of dance,7.703216666666667,MC,MC,ballet,0.96,block2
C,12533,low_prior,460,44,ai,Danny is a diabetic,7.703216666666667,be_annoyed,be_annoyed,danny,0.49,block2
C,9274,high_prior,460,45,ai,Jon lives 2 blocks away from work,7.703216666666667,suggest,suggest,jon,0,block2
MC,3073,,460,46,ai,Garages are used to store cars and other things,7.703216666666667,MC,MC,garage,0.99,block2
C,5104,low_prior,460,47,ai,Julian is German,7.703216666666667,discover,discover,julian,0.61,block2
C,6777,low_prior,460,48,ai,Charley lives in Korea,7.703216666666667,admit,admit,charley,0.54,block2
C,8670,low_prior,460,49,ai,Olivia has two small children,7.703216666666667,pretend,pretend,olivia,0.44,block2
C,6589,low_prior,460,50,ai,Sophia is a high end fashion model,7.703216666666667,prove,prove,sophia,0.74,block2
C,6528,high_prior,460,51,ai,Emily has been saving for a year,7.703216666666667,confirm,confirm,emily,0.83,block2
C,9314,low_prior,460,52,ai,Isabella is a vegetarian,7.703216666666667,think,think,isabella,0.5,block2
C,6572,high_prior,460,53,ai,Josh is a 5-year old boy,7.703216666666667,inform,inform,josh,0.65,block2
MC,7354,,460,54,ai,Many children like ice cream,7.703216666666667,MC,MC,kids,0.99,block2
C,3599,high_prior,460,55,ai,Frank has always wanted a pet,7.703216666666667,confess,confess,frank,0.51,block2
C,5079,low_prior,460,56,ai,Emma is in first grade,7.703216666666667,announce,announce,emma,0.47,block2
C,3876,low_prior,460,57,ai,Tony has been sober for 20 years,7.703216666666667,establish,establish,tony,0.83,block2
C,24675,high_prior,461,5,ai,Isabella is from Argentina,5.713933333333333,confess,confess,isabella,0.02,block1
C,9015,low_prior,461,6,ai,Olivia has two small children,5.713933333333333,know,know,olivia,0.02,block1
C,5565,high_prior,461,7,ai,Mia is a college student,5.713933333333333,discover,discover,mia,0.03,block1
MC,10247,,461,8,ai,Hats are worn on the head,5.713933333333333,MC,MC,hat,0.98,block1
C,6238,high_prior,461,9,ai,Mary is taking a prenatal yoga class,5.713933333333333,say,say,mary,0.92,block1
MC,6289,,461,10,ai,Pizza is sold at the pizzeria,5.713933333333333,MC,MC,pizza,1,block1
C,7301,low_prior,461,11,ai,Charley lives in Korea,5.713933333333333,confirm,confirm,charley,0.79,block1
MC,6568,,461,12,ai,Ballet is a type of dance,5.713933333333333,MC,MC,ballet,0.97,block1
MC,5418,,461,13,ai,Garages are used to store cars and other things,5.713933333333333,MC,MC,garage,0.98,block1
MC,5254,,461,14,ai,Muffins are sold at the bakery,5.713933333333333,MC,MC,muffins,0.97,block1
C,5586,low_prior,461,15,ai,Frank is allergic to cats,5.713933333333333,think,think,frank,0.44,block1
C,8061,low_prior,461,16,ai,Sophia is a high end fashion model,5.713933333333333,see,see,sophia,0,block1
C,6779,high_prior,461,17,ai,Josh is a 5-year old boy,5.713933333333333,suggest,suggest,josh,0.79,block1
C,9241,high_prior,461,18,ai,Tony really likes to party with his friends,5.713933333333333,prove,prove,tony,0.31,block1
C,10946,high_prior,461,19,ai,Jon lives 2 blocks away from work,5.713933333333333,admit,admit,jon,0.53,block1
MC,4072,,461,20,ai,Many children like ice cream,5.713933333333333,MC,MC,kids,0.98,block1
C,6589,low_prior,461,21,ai,Zoe is 5 years old,5.713933333333333,hear,hear,zoe,0.04,block1
C,9197,high_prior,461,22,ai,Danny loves cake,5.713933333333333,reveal,reveal,danny,0.71,block1
C,6260,high_prior,461,23,ai,Jackson is training for a marathon,5.713933333333333,inform,inform,jackson,0.5,block1
C,10318,low_prior,461,24,ai,Owen lives in New Orleans,5.713933333333333,announce,announce,owen,0.03,block1
C,5421,low_prior,461,25,ai,Grace hates her sister,5.713933333333333,acknowledge,acknowledge,grace,0.98,block1
C,9035,high_prior,461,26,ai,Josie loves France,5.713933333333333,pretend,pretend,josie,0.06,block1
C,6555,low_prior,461,27,ai,Emma is in first grade,5.713933333333333,establish,establish,emma,0.64,block1
C,3959,low_prior,461,28,ai,Julian is German,5.713933333333333,demonstrate,demonstrate,julian,0.99,block1
C,6331,high_prior,461,29,ai,Emily has been saving for a year,5.713933333333333,be_right,be_right,emily,0.92,block1
C,7322,low_prior,461,30,ai,Jayden doesn't have a driver's license,5.713933333333333,be_annoyed,be_annoyed,jayden,0.01,block1
MC,4532,,461,32,projective,Hats are worn on the head,5.713933333333333,MC,MC,hat,0,block2
C,5765,low_prior,461,33,projective,Sophia is a high end fashion model,5.713933333333333,see,see,sophia,0.99,block2
MC,4214,,461,34,projective,Muffins are sold at the bakery,5.713933333333333,MC,MC,muffins,0.01,block2
C,4295,low_prior,461,35,projective,Grace hates her sister,5.713933333333333,acknowledge,acknowledge,grace,0.42,block2
C,5625,high_prior,461,36,projective,Josh is a 5-year old boy,5.713933333333333,suggest,suggest,josh,0.14,block2
C,5068,high_prior,461,37,projective,Josie loves France,5.713933333333333,pretend,pretend,josie,0.04,block2
C,4888,low_prior,461,38,projective,Frank is allergic to cats,5.713933333333333,think,think,frank,0.05,block2
MC,4206,,461,39,projective,Many children like ice cream,5.713933333333333,MC,MC,kids,0.02,block2
C,4046,low_prior,461,40,projective,Owen lives in New Orleans,5.713933333333333,announce,announce,owen,0.44,block2
C,4493,high_prior,461,41,projective,Jon lives 2 blocks away from work,5.713933333333333,admit,admit,jon,0.99,block2
C,2979,low_prior,461,42,projective,Jayden doesn't have a driver's license,5.713933333333333,be_annoyed,be_annoyed,jayden,0.99,block2
C,3879,low_prior,461,43,projective,Julian is German,5.713933333333333,demonstrate,demonstrate,julian,0.17,block2
C,3720,high_prior,461,44,projective,Mia is a college student,5.713933333333333,discover,discover,mia,0.95,block2
MC,3257,,461,45,projective,Pizza is sold at the pizzeria,5.713933333333333,MC,MC,pizza,0.02,block2
C,6124,low_prior,461,46,projective,Charley lives in Korea,5.713933333333333,confirm,confirm,charley,0.05,block2
C,2971,high_prior,461,47,projective,Mary is taking a prenatal yoga class,5.713933333333333,say,say,mary,0.11,block2
C,4644,high_prior,461,48,projective,Jackson is training for a marathon,5.713933333333333,inform,inform,jackson,0.87,block2
C,4437,low_prior,461,49,projective,Zoe is 5 years old,5.713933333333333,hear,hear,zoe,0.88,block2
MC,5392,,461,50,projective,Garages are used to store cars and other things,5.713933333333333,MC,MC,garage,0,block2
C,4242,high_prior,461,51,projective,Tony really likes to party with his friends,5.713933333333333,prove,prove,tony,0.16,block2
C,3903,low_prior,461,52,projective,Olivia has two small children,5.713933333333333,know,know,olivia,0.96,block2
MC,3289,,461,53,projective,Ballet is a type of dance,5.713933333333333,MC,MC,ballet,0.03,block2
C,4613,high_prior,461,54,projective,Isabella is from Argentina,5.713933333333333,confess,confess,isabella,0.48,block2
C,3864,low_prior,461,55,projective,Emma is in first grade,5.713933333333333,establish,establish,emma,0.18,block2
C,5195,high_prior,461,56,projective,Emily has been saving for a year,5.713933333333333,be_right,be_right,emily,0.37,block2
C,5009,high_prior,461,57,projective,Danny loves cake,5.713933333333333,reveal,reveal,danny,0.21,block2
MC,18253,,462,5,ai,Garages are used to store cars and other things,7.66655,MC,MC,garage,1,block1
C,19741,low_prior,462,6,ai,Mary is a middle school student,7.66655,be_right,be_right,mary,0.4,block1
C,14822,high_prior,462,7,ai,Emma is in law school,7.66655,demonstrate,demonstrate,emma,0.37,block1
MC,13464,,462,8,ai,Pizza is sold at the pizzeria,7.66655,MC,MC,pizza,1,block1
C,9528,low_prior,462,9,ai,Frank is allergic to cats,7.66655,admit,admit,frank,0.3,block1
C,10776,high_prior,462,10,ai,Jackson is training for a marathon,7.66655,confess,confess,jackson,0.27,block1
MC,7182,,462,11,ai,Hats are worn on the head,7.66655,MC,MC,hat,1,block1
C,8305,low_prior,462,12,ai,Sophia is a high end fashion model,7.66655,think,think,sophia,0.25,block1
C,7415,high_prior,462,13,ai,Mia is a college student,7.66655,see,see,mia,0.23,block1
C,9149,low_prior,462,14,ai,Danny is a diabetic,7.66655,establish,establish,danny,0.27,block1
C,21130,high_prior,462,15,ai,Charley lives in Mexico,7.66655,know,know,charley,0.24,block1
C,50286,low_prior,462,16,ai,Tony has been sober for 20 years,7.66655,reveal,reveal,tony,0.27,block1
C,8535,low_prior,462,17,ai,Owen lives in New Orleans,7.66655,be_annoyed,be_annoyed,owen,0.23,block1
MC,5135,,462,18,ai,Muffins are sold at the bakery,7.66655,MC,MC,muffins,1,block1
C,6591,low_prior,462,19,ai,Olivia has two small children,7.66655,pretend,pretend,olivia,0.18,block1
C,7257,high_prior,462,20,ai,Isabella is from Argentina,7.66655,suggest,suggest,isabella,0.21,block1
C,8600,high_prior,462,21,ai,Jon lives 2 blocks away from work,7.66655,announce,announce,jon,0.17,block1
C,7710,low_prior,462,22,ai,Josie doesn't have a passport,7.66655,discover,discover,josie,0.16,block1
C,10740,high_prior,462,23,ai,Grace loves her sister,7.66655,inform,inform,grace,0.2,block1
C,7234,low_prior,462,24,ai,Zoe is 5 years old,7.66655,prove,prove,zoe,0.17,block1
C,6867,high_prior,462,25,ai,Jayden's car is in the shop,7.66655,acknowledge,acknowledge,jayden,0.17,block1
MC,5557,,462,26,ai,Many children like ice cream,7.66655,MC,MC,kids,1,block1
MC,5859,,462,27,ai,Ballet is a type of dance,7.66655,MC,MC,ballet,1,block1
C,6019,low_prior,462,28,ai,Emily never has any money,7.66655,say,say,emily,0.2,block1
C,6288,high_prior,462,29,ai,Josh is a 5-year old boy,7.66655,confirm,confirm,josh,0.19,block1
C,5641,high_prior,462,30,ai,Julian is Cuban,7.66655,hear,hear,julian,0.17,block1
C,8218,high_prior,462,32,projective,Jon lives 2 blocks away from work,7.66655,announce,announce,jon,0.18,block2
C,4578,low_prior,462,33,projective,Danny is a diabetic,7.66655,establish,establish,danny,0.22,block2
C,3537,high_prior,462,34,projective,Julian is Cuban,7.66655,hear,hear,julian,0.21,block2
C,8078,high_prior,462,35,projective,Charley lives in Mexico,7.66655,know,know,charley,0.77,block2
C,4401,high_prior,462,36,projective,Grace loves her sister,7.66655,inform,inform,grace,0.23,block2
MC,4202,,462,37,projective,Muffins are sold at the bakery,7.66655,MC,MC,muffins,0,block2
C,4957,low_prior,462,38,projective,Frank is allergic to cats,7.66655,admit,admit,frank,0.22,block2
C,4399,low_prior,462,39,projective,Sophia is a high end fashion model,7.66655,think,think,sophia,0.17,block2
C,4057,high_prior,462,40,projective,Josh is a 5-year old boy,7.66655,confirm,confirm,josh,0.23,block2
C,4159,high_prior,462,41,projective,Isabella is from Argentina,7.66655,suggest,suggest,isabella,0.19,block2
MC,3698,,462,42,projective,Hats are worn on the head,7.66655,MC,MC,hat,0.19,block2
C,4686,high_prior,462,43,projective,Mia is a college student,7.66655,see,see,mia,0.18,block2
C,4731,low_prior,462,44,projective,Zoe is 5 years old,7.66655,prove,prove,zoe,0.24,block2
C,3669,low_prior,462,45,projective,Emily never has any money,7.66655,say,say,emily,0.18,block2
C,3234,low_prior,462,46,projective,Olivia has two small children,7.66655,pretend,pretend,olivia,0.21,block2
MC,4208,,462,47,projective,Ballet is a type of dance,7.66655,MC,MC,ballet,0.17,block2
C,5666,low_prior,462,48,projective,Josie doesn't have a passport,7.66655,discover,discover,josie,0.21,block2
MC,3945,,462,49,projective,Garages are used to store cars and other things,7.66655,MC,MC,garage,0.22,block2
C,4674,high_prior,462,50,projective,Jackson is training for a marathon,7.66655,confess,confess,jackson,0.17,block2
C,4288,low_prior,462,51,projective,Owen lives in New Orleans,7.66655,be_annoyed,be_annoyed,owen,0.09,block2
MC,3595,,462,52,projective,Many children like ice cream,7.66655,MC,MC,kids,0.09,block2
MC,3129,,462,53,projective,Pizza is sold at the pizzeria,7.66655,MC,MC,pizza,0.06,block2
C,4735,high_prior,462,54,projective,Jayden's car is in the shop,7.66655,acknowledge,acknowledge,jayden,0,block2
C,3845,low_prior,462,55,projective,Tony has been sober for 20 years,7.66655,reveal,reveal,tony,0,block2
C,6366,high_prior,462,56,projective,Emma is in law school,7.66655,demonstrate,demonstrate,emma,0,block2
C,3793,low_prior,462,57,projective,Mary is a middle school student,7.66655,be_right,be_right,mary,0,block2
MC,18886,,463,5,ai,Ballet is a type of dance,11.38545,MC,MC,ballet,0.98,block1
C,21863,low_prior,463,6,ai,Charley lives in Korea,11.38545,admit,admit,charley,0.02,block1
C,25845,low_prior,463,7,ai,Mia is a nun,11.38545,confirm,confirm,mia,0.99,block1
C,17112,high_prior,463,8,ai,Emily has been saving for a year,11.38545,see,see,emily,0,block1
C,19008,low_prior,463,9,ai,Owen lives in New Orleans,11.38545,pretend,pretend,owen,0,block1
MC,12552,,463,10,ai,Pizza is sold at the pizzeria,11.38545,MC,MC,pizza,0.99,block1
C,17048,high_prior,463,11,ai,Danny loves cake,11.38545,know,know,danny,0,block1
C,15655,high_prior,463,12,ai,Josh is a 5-year old boy,11.38545,discover,discover,josh,0.12,block1
MC,11872,,463,13,ai,Hats are worn on the head,11.38545,MC,MC,hat,1,block1
C,19880,high_prior,463,14,ai,Julian is Cuban,11.38545,announce,announce,julian,0.13,block1
C,15211,low_prior,463,15,ai,Grace hates her sister,11.38545,say,say,grace,1,block1
C,18039,low_prior,463,16,ai,Emma is in first grade,11.38545,acknowledge,acknowledge,emma,0.86,block1
